NCIt Subset Code	NCPDP Subset Preferred Term	NCIt Code	NCPDP Preferred Term	NCPDP Synonym	NCIt Preferred Term	NCI Definition
C89508	NCPDP StrengthForm Terminology	C91148	Metered Dose Inhaler		Metered Dose Inhaler Dosage Form	A liquid medication delivered as a mist to be inhaled as a measured dose
C89508	NCPDP StrengthForm Terminology	C60930	Metered Gel		Metered Gel Dosage Form	A gel contained in a device with valves that permits the release of a uniform dose of gel that composed of active and/or inert ingredient(s) upon activation.
C89508	NCPDP StrengthForm Terminology	C42961	Metered Powder		Metered Powder Dosage Form	A powder contained in a device with valves that permits the dispensing of active and/or inert ingredient(s) upon activation.
C89508	NCPDP StrengthForm Terminology	C42962	Metered Spray		Metered Spray Dosage Form	A spray contained in a device with valves that permits the dispensing of a specified quantity of active and/or inert ingredient(s) upon activation.
C89508	NCPDP StrengthForm Terminology	C64888	Micro Enema		Micro Enema Dosage Form	A solution or suspension present in a small volume or mass, intended for administration to the rectum.
C89508	NCPDP StrengthForm Terminology	C42712	Modified Release		Modified Release Dosage Form	A solid, semi-solid, solution or suspension exhibiting an altered inherent rate of release of active and/or inert ingredient(s).
C89508	NCPDP StrengthForm Terminology	C29269	Mouthwash		Mouthwash Dosage Form	A solution or suspension intended for oral administration, for its deodorizing or antiseptic effects in the oral cavity. Usually, the mouthwash is swished around the mouth and expelled.
C89508	NCPDP StrengthForm Terminology	C91149	Mucosal Spray		Mucosal Spray Dosage Form	A spray intended for administration to the mucosa.
C89508	NCPDP StrengthForm Terminology	C91150	Mucous Membrane Topical Solution		Mucous Membrane Topical Solution Dosage Form	A solution intended for administration to the surface of the mucosa membranes.
C89508	NCPDP StrengthForm Terminology	C42963	Multilayered Extended Release Tablet		Multilayered Extended Release Tablet Dosage Form	A tablet composed of active and/or inert ingredient(s) that have been compressed into multiple layers and is designed to release active and/or inert ingredient(s) at a controlled, prolonged rate so as to reduce dosing frequency.
C89508	NCPDP StrengthForm Terminology	C42964	Multilayered Tablet		Multilayered Tablet Dosage Form	A tablet composed of active and/or inert ingredient(s) that have been compressed to form a tablet that contains multiple layers.
C89508	NCPDP StrengthForm Terminology	C69064	Nasal		Nasal Dosage Form	A substance intended for administration in the nares.
C89508	NCPDP StrengthForm Terminology	C91151	Nasal Cream		Nasal Cream Dosage Form	A cream intended for administration to the mucosa of the nose.
C89508	NCPDP StrengthForm Terminology	C91152	Nasal Gel		Nasal Gel Dosage Form	A gel intended for administration to the mucosa of the nose.
C89508	NCPDP StrengthForm Terminology	C91153	Nasal Inhalant		Nasal Inhalant Dosage Form	An inhalant intended for administration through the nose.
C89508	NCPDP StrengthForm Terminology	C91154	Nasal Inhaler		Nasal Inhaler Dosage Form	A medication delivered as a mist to be inhaled through the nose as a measured dose
C89508	NCPDP StrengthForm Terminology	C91155	Nasal Ointment		Nasal Ointment Dosage Form	An ointment intended for administration to the mucosa of the nose.
C89508	NCPDP StrengthForm Terminology	C91156	Nasal Solution		Nasal Solution Dosage Form	A solution intended for administration to the mucosa of the nose.
C89508	NCPDP StrengthForm Terminology	C91157	Nasal Spray		Nasal Spray Dosage Form	A spray intended for administration to the mucosa of the nose.
C89508	NCPDP StrengthForm Terminology	C91158	Nasal Suspension		Nasal Suspension Dosage Form	A suspension intended for administration to the mucosa of the nose.
C89508	NCPDP StrengthForm Terminology	C68941	Non-Aerosol Spray		Non-Aerosol Spray Dosage Form	A spray composed of active and/or inert ingredient(s) that are expelled from a delivery device without the use of a propellant.
C89508	NCPDP StrengthForm Terminology	C69017	Non-Medicated Swab		Non-Medicated Swab Dosage Form	A solid composed of a small piece of absorbent material that does not contain active ingredient(s), attached to one end of a small stick.
C89508	NCPDP StrengthForm Terminology	C48624	Not Applicable		Dosage Form Not Applicable	An indication that the dosage form is not relevant or appropriate.
C89508	NCPDP StrengthForm Terminology	C69031	Ocular System		Ocular System Dosage Form	A system that is placed in the eye, usually under the lower eyelid, from which the active and/or inert ingredient(s) diffuses through a membrane at a controlled rate.
C89508	NCPDP StrengthForm Terminology	C42965	Oil		Oil Dosage Form	A solution or suspension that is hydrophobic, soluble in organic solvents, and liquid at ambient temperature.
C89508	NCPDP StrengthForm Terminology	C42966	Ointment		Ointment Dosage Form	A semi-solid, viscous in texture, that may be composed of a variety of bases including hydrocarbons, emulsifiers or vegetable oils, and mixed with active and/or inert ingredient(s).
C89508	NCPDP StrengthForm Terminology	C69039	Ophthalmic		Ophthalmic Dosage Form	A substance intended for administration in or around the eye.
C89508	NCPDP StrengthForm Terminology	C91159	Ophthalmic Cream		Ophthalmic Cream Dosage Form	A cream intended for administration in or around the eye.
C89508	NCPDP StrengthForm Terminology	C91160	Ophthalmic Gel		Ophthalmic Gel Dosage Form	A gel intended for administration in or around the eye.
C89508	NCPDP StrengthForm Terminology	C91161	Ophthalmic Irrigation Solution		Ophthalmic Irrigation Solution Dosage Form	A solution intended for irrigation of the eye.
C89508	NCPDP StrengthForm Terminology	C69038	Ophthalmic Liquid		Ophthalmic Liquid Dosage Form	A solution or suspension intended for administration in the eye.
C89508	NCPDP StrengthForm Terminology	C91162	Ophthalmic Ointment		Ophthalmic Ointment Dosage Form	A ointment intended for administration in or around the eye.
C89508	NCPDP StrengthForm Terminology	C91163	Ophthalmic Solution		Ophthalmic Solution Dosage Form	A solution intended for administration in or around the eye.
C89508	NCPDP StrengthForm Terminology	C91164	Ophthalmic Suspension		Ophthalmic Suspension Dosage Form	A suspension intended for administration in or around the eye.
C89508	NCPDP StrengthForm Terminology	C42744	Oral		Oral Dosage Form	A substance intended for administration through the mouth.
C89508	NCPDP StrengthForm Terminology	C91165	Oral Capsule		Oral Capsule Dosage Form	A capsule intended for administration through the mouth.
C89508	NCPDP StrengthForm Terminology	C91166	Oral Cream		Oral Cream Dosage Form	A cream intended for administration through the mouth.
C89508	NCPDP StrengthForm Terminology	C91167	Oral Foam		Oral Foam Dosage Form	A foam intended for administration through the mouth.
C89508	NCPDP StrengthForm Terminology	C91168	Oral Gel		Oral Gel Dosage Form	A gel intended for administration through the mouth.
C89508	NCPDP StrengthForm Terminology	C91169	Oral Ointment		Oral Ointment Dosage Form	An ointment intended for administration through the mouth.
C89508	NCPDP StrengthForm Terminology	C91170	Oral Paste		Oral Paste Dosage Form	A paste intended for administration through the mouth.
C89508	NCPDP StrengthForm Terminology	C91171	Oral Powder		Oral Powder Dosage Form	A powder intended for administration through the mouth.
C89508	NCPDP StrengthForm Terminology	C68981	Oral Reconstituted Suspension		Oral Reconstituted Suspension Dosage Form	A suspension composed of active and/or inert ingredient(s) that requires reconstitution and is intended oral administration.
C89508	NCPDP StrengthForm Terminology	C68996	Oral Solution		Oral Solution Dosage Form	A solution intended for oral administration.
C89508	NCPDP StrengthForm Terminology	C91172	Oral Spray		Oral Spray Dosage Form	A spray intended for administration into the mouth.
C89508	NCPDP StrengthForm Terminology	C91173	Oral Strip		Oral Strip Dosage Form	A strip intended for administration through the mouth.
C89508	NCPDP StrengthForm Terminology	C68992	Oral Suspension		Oral Suspension Dosage Form	A suspension intended for oral administration.
C89508	NCPDP StrengthForm Terminology	C68993	Oral Suspension Final		Oral Suspension Final Dosage Form	A suspension composed of a suspension that has been prepared immediately prior to dispensing or oral administration.
C89508	NCPDP StrengthForm Terminology	C43243	Oral Tablet		Oral Tablet Dosage Form	A tablet intended for oral administration.
C89508	NCPDP StrengthForm Terminology	C61006	Orally Disintegrating Delayed Release Tablet		Orally Disintegrating Delayed Release Tablet Dosage Form	A tablet that disintegrates rapidly, usually within a matter of seconds, when placed upon the tongue but is also designed to impede the immediate release of the active and/or inert ingredient(s) after administration.
C89508	NCPDP StrengthForm Terminology	C42999	Orally Disintegrating Tablet		Orally Disintegrating Tablet Dosage Form	A tablet which disintegrates and dissolves quickly (usually within a matter of seconds) in the mouth. Additional water to complete dissolution is not necessary.
C89508	NCPDP StrengthForm Terminology	C69008	Osmotic Laser Drilled Tablet		Osmotic Laser Drilled Tablet Dosage Form	A tablet with a semi-permeable membrane composed of active and/or inert ingredient(s) and an osmotic agent with a laser drilled central core. Upon ingestion, water permeates the core and the ingredient is dissolved and released.
C89508	NCPDP StrengthForm Terminology	C42760	Osmotic Pump Extended Release		Osmotic Pump Extended Release Dosage Form	A solid designed to release active and/or inert ingredient(s) at a controlled, prolonged rate so as to reduce dosing frequency, based on osmotic pressure between the inside of the dosage form and the external environment.
C89508	NCPDP StrengthForm Terminology	C69040	Otic		Otic Dosage Form	A substance intended for administration either on the outer ear or into the auditory canal.
C89508	NCPDP StrengthForm Terminology	C91174	Otic Cream		Otic Cream Dosage Form	A cream intended for administration either on the outer ear or into the auditory canal.
C89508	NCPDP StrengthForm Terminology	C91175	Otic Ointment		Otic Ointment Dosage Form	An ointment intended for administration either on the outer ear or into the auditory canal.
C89508	NCPDP StrengthForm Terminology	C91176	Otic Solution		Otic Solution Dosage Form	A solution intended for administration either on the outer ear or into the auditory canal.
C89508	NCPDP StrengthForm Terminology	C91177	Otic Suspension		Otic Suspension Dosage Form	A suspension intended for administration either on the outer ear or into the auditory canal.
C89508	NCPDP StrengthForm Terminology	C62653	Pack		Pack Dosage Form	A number of individual items packaged as a unit.
C89508	NCPDP StrengthForm Terminology	C47887	Packing		Packing Dosage Form	A solid composed of a material that contains active and/or inert ingredient(s) which is intended to be placed in a cavity or depression within the body.
C89508	NCPDP StrengthForm Terminology	C69016	Pad		Pad Dosage Form	A solid composed of a soft, non-adhesive and absorbent piece of fabric or other material.
C89508	NCPDP StrengthForm Terminology	C42746	Parenteral		Parenteral Dosage Form	A substance intended for administration by injection.
C89508	NCPDP StrengthForm Terminology	C42967	Paste		Paste Dosage Form	A semi-solid composed of a large proportion of solids and finely dispersed active and/or inert ingredient(s) in a fat-based vehicle.
C89508	NCPDP StrengthForm Terminology	C60985	Pastille		Pastille Dosage Form	A solid or semi-solid composed of a lozenge, that contains active and/or inert ingredient(s) that dissolves when sucked in the mouth.
C89508	NCPDP StrengthForm Terminology	C42968	Patch		Patch Dosage Form	A solid composed of an impermeable occlusive backing and a formulation matrix in which the active and/or inert ingredient(s) are dissolved or dispersed; possibly includes an adhesive layer.
C89508	NCPDP StrengthForm Terminology	C69042	Pediatric Liquid		Pediatric Liquid Dosage Form	A solution or suspension intended for use in children.
C89508	NCPDP StrengthForm Terminology	C64887	Pediatric Suppository		Pediatric Suppository Dosage Form	A suppository intended for administration to children.
C89508	NCPDP StrengthForm Terminology	C42969	Pellet		Pellet Dosage Form	A solid composed of a small granular or compressed mass that contains highly purified active and/or inert ingredient(s).
C89508	NCPDP StrengthForm Terminology	C42636	Pharmaceutical		Pharmaceutical Dosage Form	The form in which active and/or inert ingredient(s) are physically presented.
C89508	NCPDP StrengthForm Terminology	C25394	Pill		Pill Dosage Form	A solid composed of a small, round object composed of active and/or inert ingredient(s).
C89508	NCPDP StrengthForm Terminology	C42970	Plaster		Plaster Dosage Form	A semi-solid composed of a soft, smooth mass with relatively thick consistency and strong adhesiveness that becomes solid when dry.
C89508	NCPDP StrengthForm Terminology	C42736	Polymeric Microsphere		Polymeric Microsphere Dosage Form	Polymeric microspheres composed of biocompatible polymer that contains active and/or inert ingredient(s) designed for release at a controlled rate.
C89508	NCPDP StrengthForm Terminology	C47913	Poultice		Poultice Dosage Form	A semi-solid composed of a soft, moist mass that is made by wetting an absorbent solid substance.
C89508	NCPDP StrengthForm Terminology	C42972	Powder		Powder Dosage Form	A solid composed of a mixture of dry, finely divided active and/or inert ingredient(s).
C89508	NCPDP StrengthForm Terminology	C42971	Powder Aerosol		Powder Aerosol Dosage Form	A powder composed of active and/or inert ingredient(s) and packaged under pressure. Ingredients are released upon activation of an appropriate valve system.
C89508	NCPDP StrengthForm Terminology	C42977	Powder for Injectable Extended Release Suspension		Powder for Injectable Extended Release Suspension Dosage Form	A powder intended for injection following reconstitution to form a suspension that is designed to release active and/or inert ingredient(s) at a controlled, prolonged rate so as to reduce dosing frequency.
C89508	NCPDP StrengthForm Terminology	C42974	Powder for Injectable Solution		Powder for Injectable Solution Dosage Form	A powder intended for injection following reconstitution to form a solution.
C89508	NCPDP StrengthForm Terminology	C42976	Powder for Injectable Suspension		Powder for Injectable Suspension Dosage Form	A powder intended for injection following reconstitution to form a suspension.
C89508	NCPDP StrengthForm Terminology	C69069	Powder for Injection		Powder for Injection Dosage Form	A powder intended for injection following reconstitution to form a solution or suspension.
C89508	NCPDP StrengthForm Terminology	C64907	Powder for Oral Solution		Powder for Oral Solution Dosage Form	A powder that yields a solution intended for oral administration following reconstitution.
C89508	NCPDP StrengthForm Terminology	C64908	Powder for Oral Suspension		Powder for Oral Suspension Dosage Form	A powder that yields a suspension intended for oral administration following reconstitution.
C89508	NCPDP StrengthForm Terminology	C69070	Powder for Reconstitution		Powder for Reconstitution Dosage Form	A powder mixed with a liquid to form a solution or suspension before administration.
C89508	NCPDP StrengthForm Terminology	C42973	Powder for Solution		Powder for Solution Dosage Form	A powder that yields a solution following reconstitution with an appropriate liquid.
C89508	NCPDP StrengthForm Terminology	C42975	Powder for Suspension		Powder for Suspension Dosage Form	A powder that forms a suspension when reconstituted with a liquid solution.
C89508	NCPDP StrengthForm Terminology	C91139	Powder Inhaler		Powder Inhaler Dosage Form	Powder intended for oral inhalation.
C89508	NCPDP StrengthForm Terminology	C68983	Powder Like Non-Effervescent Granule		Powder Like Non-Effervescent Granule Dosage Form	A granule composed of a mixture of small (powder like), dry particles or grains, which does not have the ability to release gas upon contact with water.
C89508	NCPDP StrengthForm Terminology	C91179	Prefilled Applicator		Prefilled Applicator Dosage Form	Active and/or inert ingredients in an applicator delivered as a single measured dose.
C89508	NCPDP StrengthForm Terminology	C97717	Pre-filled Pen Syringe	Pen	Pre-filled Pen Syringe	A syringe that lacks a conventional plunger, resembles a writing pen, and is designed to dispense a pre-loaded dose of a drug. It may be designed to deliver a single dose or be designed for repeated use.
C89508	NCPDP StrengthForm Terminology	C91180	Prefilled Syringe		Prefilled Syringe Dosage Form	A solution or suspension intended to be injected in a syringe, cartridge or pen.
C89508	NCPDP StrengthForm Terminology	C68972	Pudding		Pudding Dosage Form	A semi-solid, having a relatively thick consistency, intended for oral administration to facilitate ease of swallowing.
C89508	NCPDP StrengthForm Terminology	C68984	Reconstituted Oral Drop		Reconstituted Oral Drop Dosage Form	A substance that requires reconstitution with a suitable solvent and is intended for oral administration in a drop-wise fashion.
C89508	NCPDP StrengthForm Terminology	C68985	Reconstituted Oral Solution		Reconstituted Oral Solution Dosage Form	A solution that requires reconstitution with a suitable solvent, and is intended for oral administration.
C89508	NCPDP StrengthForm Terminology	C69046	Rectal		Rectal Dosage Form	A substance intended for administration in or around the rectum.
C89508	NCPDP StrengthForm Terminology	C69045	Rectal Cream		Rectal Cream Dosage Form	A cream intended for administration in or around the rectum.
C89508	NCPDP StrengthForm Terminology	C91181	Rectal Foam		Rectal Foam Dosage Form	A foam intended for administration to the rectum.
C89508	NCPDP StrengthForm Terminology	C91182	Rectal Gel		Rectal Gel Dosage Form	A gel intended for administration to the rectum.
C89508	NCPDP StrengthForm Terminology	C69047	Rectal Ointment		Rectal Ointment Dosage Form	An ointment intended for administration in or around the rectum.
C89508	NCPDP StrengthForm Terminology	C91183	Rectal Powder		Rectal Powder Dosage Form	A powder intended for administration to the rectum.
C89508	NCPDP StrengthForm Terminology	C91184	Rectal Spray		Rectal Spray Dosage Form	A spray intended for administration to the rectum.
C89508	NCPDP StrengthForm Terminology	C68989	Rectal Suppository		Rectal Suppository Dosage Form	A suppository intended for administration within the rectum.
C89508	NCPDP StrengthForm Terminology	C42978	Resin Gum		Resin Gum Dosage Form	A semi-solid composed of a mixture of gum and a plant based hydrocarbon.
C89508	NCPDP StrengthForm Terminology	C60988	Ring		Ring Dosage Form	A solid composed active and/or inert ingredient(s) of in the shape of a hoop.
C89508	NCPDP StrengthForm Terminology	C42979	Rinse		Rinse Dosage Form	A solution or suspension intended for irrigation purposes.
C89508	NCPDP StrengthForm Terminology	C42980	Salve		Salve Dosage Form	A semi-solid composed of a thick, fat or wax-based ointment or cerate with a consistency somewhere between an ointment and a plaster.
C89508	NCPDP StrengthForm Terminology	C45244	Semisolid		Semisolid Dosage Form	A substance with properties of both a solid and a liquid in terms of viscosity and rigidity. Semi-solids include, but are not limited to, ointments, creams, pastes and gels.
C89508	NCPDP StrengthForm Terminology	C42981	Shampoo		Shampoo Dosage Form	A solution or suspension composed of an anionic surfactant and intended for administration to the hair and/or scalp.
C89508	NCPDP StrengthForm Terminology	C42982	Shampoo Suspension		Shampoo Suspension Dosage Form	A suspension composed of anionic surfactant and intended for administration to the hair and/or scalp.
C89508	NCPDP StrengthForm Terminology	C28276	Skin Patch		Skin Patch Dosage Form	A patch intended for administration to the skin.
C89508	NCPDP StrengthForm Terminology	C42983	Soap		Soap Dosage Form	An anionic surfactant for cleansing.
C89508	NCPDP StrengthForm Terminology	C64909	Soft Capsule		Soft Capsule Dosage Form	A capsule composed of active and/or inert ingredient(s) covered with a soft outer shell, which is usually prepared from gelatin.
C89508	NCPDP StrengthForm Terminology	C45235	Solid		Solid Dosage Form	A substance having definite shape and volume manufactured for the administration of active and/or inert ingredient(s). Solids include tablets, capsules, powders, granules and certain suppositories.
C89508	NCPDP StrengthForm Terminology	C42984	Soluble Film		Soluble Film Dosage Form	A film that will dissolve in a liquid solvent to form a solution.
C89508	NCPDP StrengthForm Terminology	C42985	Soluble Tablet		Soluble Tablet Dosage Form	A tablet that will dissolve in a liquid solvent to form a solution.
C89508	NCPDP StrengthForm Terminology	C42986	Solution		Solution Dosage Form	A clear, homogeneous liquid composed of one or more chemical substances dissolved in a solvent or mixture of mutually miscible solvents.
C89508	NCPDP StrengthForm Terminology	C69028	Solution for Reconstitution		Solution for Reconstitution Dosage Form	A solution intended for reconstitution before administration.
C89508	NCPDP StrengthForm Terminology	C42987	Solution for Slush		Solution for Slush Dosage Form	A solution composed of an iced saline slurry with or without active and/or inert ingredient(s) intended to induce regional hypothermia from the point of administration.
C89508	NCPDP StrengthForm Terminology	C47912	Sponge		Sponge Dosage Form	A solid composed of a porous, interlacing, absorbent, usually shape retaining material, such as cellulose wood fibers or plastic polymer form.
C89508	NCPDP StrengthForm Terminology	C42989	Spray		Spray Dosage Form	A solution or suspension composed of active and/or inert ingredient(s) in oil or water, typically dispensed from an atomizer or nebulizer.
C89508	NCPDP StrengthForm Terminology	C42990	Spray Suspension		Spray Suspension Dosage Form	A spray composed of a suspension that contains active and/or inert ingredient(s).
C89508	NCPDP StrengthForm Terminology	C68946	Sprinkle Capsule		Sprinkle Capsule Dosage Form	A capsule composed active and/or inert ingredient(s) of as small pellet-like granules. The capsule is intended to be broken open, facilitating the scattering of the granules into soft foods, although it may also be swallowed whole.
C89508	NCPDP StrengthForm Terminology	C42991	Stick		Stick Dosage Form	A solid composed active and/or inert ingredient(s) in a long, slender cylindrical shape.
C89508	NCPDP StrengthForm Terminology	C47914	Strip		Strip Dosage Form	A solid composed of active and/or inert ingredient(s) in a long narrow piece of material.
C89508	NCPDP StrengthForm Terminology	C42751	Sublingual Tablet		Sublingual Tablet Dosage Form	A tablet intended for administration under the tongue.
C89508	NCPDP StrengthForm Terminology	C42992	Sugar Coated Tablet		Sugar Coated Tablet Dosage Form	A tablet covered with sugar.
C89508	NCPDP StrengthForm Terminology	C42993	Suppository		Suppository Dosage Form	A solid or semi-solid composed of active and/or inert ingredient(s) in a wax, fat or a glycerin gelatin jelly and that is conical or oval in shape. It is intended to be inserted into a body orifice.
C89508	NCPDP StrengthForm Terminology	C42994	Suspension		Suspension Dosage Form	Insoluble solid particles composed of active and/or inert ingredient(s) that are dispersed in a liquid.
C89508	NCPDP StrengthForm Terminology	C68986	Suspension 12 Hour Sustained Release		Suspension 12 Hour Sustained Release Dosage Form	A suspension designed to release active and/or inert ingredient(s) slowly so as to achieve a constant circulating concentration of the ingredient over a 12 hour time interval.
C89508	NCPDP StrengthForm Terminology	C69027	Suspension for Reconstitution		Suspension for Reconstitution Dosage Form	A suspension mixed with a liquid to form a solution or suspension before administration.
C89508	NCPDP StrengthForm Terminology	C42672	Sustained Release		Sustained Release Dosage Form	A dosage form designed to release active and/or inert ingredient(s) slowly so as to achieve a constant circulating concentration of the ingredient over a period of time.
C89508	NCPDP StrengthForm Terminology	C69007	Sustained Release Buccal Tablet		Sustained Release Buccal Tablet Dosage Form	A tablet intended for administration between the cheek and gum of the oral cavity. The active and/or inert ingredient(s) are usually absorbed through the oral mucosa and designed to be released slowly over a period of time.
C89508	NCPDP StrengthForm Terminology	C69043	Sustained Release Capsule		Sustained Release Capsule Dosage Form	A capsule designed to release active and/or inert ingredient(s) slowly so as to achieve a constant circulating concentration of the ingredient over a period of time.
C89508	NCPDP StrengthForm Terminology	C69044	Sustained Release Oral Liquid		Sustained Release Oral Liquid Dosage Form	A solution or suspension intended for oral administration and designed to release active and/or inert ingredient(s) slowly so as to achieve a constant circulating concentration of the ingredient over a period of time.
C89508	NCPDP StrengthForm Terminology	C69036	Sustained Release Parenteral		Sustained Release Parenteral Dosage Form	An injectable solution or suspension designed to release active and/or inert ingredient(s) slowly so as to achieve a constant circulating concentration of the ingredient over a period of time.
C89508	NCPDP StrengthForm Terminology	C68947	Sustained Release Pellet Capsule		Sustained Release Pellet Capsule Dosage Form	A capsule composed of active and/or inert ingredient(s) small, spherical structures that contain active and/or inert ingredient(s) encased within a shell. It is designed to release ingredients slowly so as to achieve a constant circulating concentration of the ingredient over a period of time.
C89508	NCPDP StrengthForm Terminology	C78751	Sustained Release Tablet		Sustained Release Tablet Dosage Form	A tablet designed to release active and/or inert ingredient(s) slowly so as to achieve a constant circulating concentration of the ingredient over a period of time.
C89508	NCPDP StrengthForm Terminology	C47889	Suture		Suture Dosage Form	A solid composed of fibrous strands of material that are used to bind wound edges together.
C89508	NCPDP StrengthForm Terminology	C47898	Swab		Swab Dosage Form	A solid composed of a small piece of absorbent material attached to one end of a small stick.
C89508	NCPDP StrengthForm Terminology	C42996	Syrup		Syrup Dosage Form	A solution or suspension composed of a viscid vehicle that contains a high concentration of sucrose or other sugars and active and/or inert ingredient(s).
C89508	NCPDP StrengthForm Terminology	C42998	Tablet		Tablet Dosage Form	A solid composed of a mixture of that active and/or inert ingredient(s) are pressed or compacted together, usually in the form of a relatively flat and round, square or oval shape.
C89508	NCPDP StrengthForm Terminology	C69004	Tablet 12 Hour Sustained Release		Tablet 12 Hour Sustained Release Dosage Form	A tablet designed to release active and/or inert ingredient(s) slowly so as to achieve a constant circulating concentration of the ingredient over a 12 hour time interval.
C89508	NCPDP StrengthForm Terminology	C69003	Tablet 24 Hour Sustained Release		Tablet 24 Hour Sustained Release Dosage Form	A tablet designed to release active and/or inert ingredient(s) slowly so as to achieve a constant circulating concentration of the ingredient over a 24 hour time interval.
C89508	NCPDP StrengthForm Terminology	C60997	Tablet Coated Particle		Tablet Coated Particle Dosage Form	A tablet composed of a conglomerate of particles that contains active and/or inert ingredient(s) that have been individually covered with a coating.
C89508	NCPDP StrengthForm Terminology	C61004	Tablet for Solution		Tablet for Solution Dosage Form	A tablet that changes into a solution when added to a liquid solvent.
C89508	NCPDP StrengthForm Terminology	C61005	Tablet for Suspension		Tablet for Suspension Dosage Form	A tablet that changes into a suspension when added to a liquid solution.
C89508	NCPDP StrengthForm Terminology	C69006	Tablet Particle Crystal		Tablet Particle Crystal Dosage Form	A tablet composed of small fragments of singular, repeating units of that are systematically arranged over an evenly spaced lattice.
C89508	NCPDP StrengthForm Terminology	C42759	Tablet Triturate		Tablet Triturate Dosage Form	A compressed cylindrical tablet composed of medicated powder and dispersed with a mixture of lactose, powdered sucrose and a moistening agent.
C89508	NCPDP StrengthForm Terminology	C47892	Tampon		Tampon Dosage Form	A solid composed of a plug made from absorbent material.
C89508	NCPDP StrengthForm Terminology	C47897	Tape		Tape Dosage Form	A solid composed of narrow woven fabric or a narrow extruded synthetic material, usually with an adhesive on one or both sides.
C89508	NCPDP StrengthForm Terminology	C78749	Tar		Tar Dosage Form	A semi-solid that is oily and viscous and composed of a hydrocarbon based resin formed from the breakdown and distillation of organic substances.
C89508	NCPDP StrengthForm Terminology	C69063	Throat Spray		Throat Spray Dosage Form	A spray intended for administration to the mucosa of the throat.
C89508	NCPDP StrengthForm Terminology	C43000	Tincture		Tincture Dosage Form	A solution composed of an alcoholic extract or solution of nonvolatile active and/or inert ingredient(s).
C89508	NCPDP StrengthForm Terminology	C91186	Toothpaste		Toothpaste Dosage Form	A paste intended for administration to the teeth.
C89508	NCPDP StrengthForm Terminology	C42747	Topical		Topical Dosage Form	A substance intended for administration to a body surface.
C89508	NCPDP StrengthForm Terminology	C91187	Topical Cream		Topical Cream Dosage Form	A cream intended for administration to a body surface.
C89508	NCPDP StrengthForm Terminology	C91188	Topical Foam		Topical Foam Dosage Form	A foam intended for administration to a body surface.
C89508	NCPDP StrengthForm Terminology	C91189	Topical Gel		Topical Gel Dosage Form	A gel intended for administration to a body surface.
C89508	NCPDP StrengthForm Terminology	C91190	Topical Lotion		Topical Lotion Dosage Form	A lotion intended for administration to a body surface.
C89508	NCPDP StrengthForm Terminology	C91191	Topical Oil		Topical Oil Dosage Form	A oil intended for administration to a body surface.
C89508	NCPDP StrengthForm Terminology	C91192	Topical Ointment		Topical Ointment Dosage Form	A ointment intended for administration to a body surface.
C89508	NCPDP StrengthForm Terminology	C91193	Topical Powder		Topical Powder Dosage Form	A powder intended for administration to a body surface.
C89508	NCPDP StrengthForm Terminology	C91178	Topical Powder Spray		Topical Powder Spray Dosage Form	A powder spray intended for administration to the skin.
C89508	NCPDP StrengthForm Terminology	C64905	Topical Solution		Topical Solution Dosage Form	A solution intended for administration to a body surface.
C89508	NCPDP StrengthForm Terminology	C91194	Topical Spray		Topical Spray Dosage Form	A spray intended for topical administration.
C89508	NCPDP StrengthForm Terminology	C68998	Topical Suspension		Topical Suspension Dosage Form	A suspension intended for administration to a body surface.
C89508	NCPDP StrengthForm Terminology	C43001	Troche		Troche Dosage Form	A solid discoid composed of active and/or inert ingredient(s) in a suitably flavored base, that dissolves when sucked in the mouth.
C89508	NCPDP StrengthForm Terminology	C43002	Unassigned		Unassigned Dosage Form	An indication that the dosage form has yet to be assigned.
C89508	NCPDP StrengthForm Terminology	C64902	Unmedicated Sponge		Unmedicated Sponge Dosage Form	A solid composed of a porous, interlacing, absorbent, usually shape retaining material that does not contain active ingredient(s).
C89508	NCPDP StrengthForm Terminology	C38046	Unspecified		Unspecified	Not stated explicitly or in detail.
C89508	NCPDP StrengthForm Terminology	C69052	Urethral		Urethral Dosage Form	A substance intended for administration into the urethra.
C89508	NCPDP StrengthForm Terminology	C91195	Urethral Gel		Urethral Gel Dosage Form	A gel intended for administration into the urethra.
C89508	NCPDP StrengthForm Terminology	C69053	Urethral Suppository		Urethral Suppository Dosage Form	A suppository intended for administration within the urethra.
C89508	NCPDP StrengthForm Terminology	C69048	Vaginal		Vaginal Dosage Form	A substance intended for administration in or around the vagina.
C89508	NCPDP StrengthForm Terminology	C69050	Vaginal Cream		Vaginal Cream Dosage Form	A cream intended for administration in or around the vagina.
C89508	NCPDP StrengthForm Terminology	C47890	Vaginal Diaphragm		Vaginal Diaphragm Dosage Form	A dome-shaped insert with a springy, flexible rim intended to be inserted into the vagina and positioned behind the pelvic bone to completely cover the cervix.
C89508	NCPDP StrengthForm Terminology	C69051	Vaginal Foam		Vaginal Foam Dosage Form	A foam composed of active and/or inert ingredient(s), intended for administration in or around the vagina.
C89508	NCPDP StrengthForm Terminology	C91197	Vaginal Gel		Vaginal Gel Dosage Form	A gel composed of active and/or inert ingredient(s), intended for administration in or around the vagina.
C89508	NCPDP StrengthForm Terminology	C69054	Vaginal Ointment		Vaginal Ointment Dosage Form	An ointment intended for administration in or around the vagina.
